PD,LGD,EAD,DF,Stage,ECL_base,ECL_Optimistic,ECL_Base,ECL_Pessimistic,ECL_weighted,actual_default
0.1924,0.45,9600.0,0.9524,2,791.3871,1661.913,2374.1614,3561.2421,2492.8695,0
0.119,0.45,61200.0,0.9524,2,3122.4766,6557.201,9367.4299,14051.1449,9835.8014,0
0.8923,0.45,64800.0,0.9524,3,24781.6953,52041.5601,74345.0858,83314.2857,71011.5043,1
0.3919,0.45,18857.1429,0.9524,2,3167.1618,6651.0398,9501.4854,14252.228,9976.5596,0
0.3916,0.45,94584.0,0.9524,2,15874.9674,33337.4315,47624.9021,71437.3532,50006.1472,0
0.4443,0.45,58800.0,0.9524,2,11196.4705,23512.5881,33589.4116,50384.1174,35268.8822,0
0.1375,0.45,47316.0,0.9524,2,2788.4989,5855.8477,8365.4968,12548.2451,8783.7716,0
0.2276,0.45,76644.0,0.9524,2,7476.6165,15700.8946,22429.8494,33644.7741,23551.3419,0
0.1794,0.45,38121.0,0.9524,2,2930.221,6153.4642,8790.6631,13185.9947,9230.1963,0
0.169,0.45,22800.0,0.9524,2,1651.0447,3467.1939,4953.1341,7429.7012,5200.7908,0
0.3786,0.45,36000.0,0.9524,2,5841.0196,12266.1412,17523.0588,26284.5882,18399.2117,0
0.2971,0.45,192000.0,0.9524,2,24443.7032,51331.7767,73331.1096,109996.6645,76997.6651,0
0.5672,0.45,12800.0,0.9524,3,3111.6783,6534.5244,9335.0348,14002.5522,9801.7866,0
0.4263,0.45,20600.0,0.9524,2,3763.3683,7903.0734,11290.1049,16935.1574,11854.6102,0
0.2259,0.45,43848.0,0.9524,2,4245.1891,8914.8972,12735.5674,19103.3511,13372.3457,0
0.4882,0.45,55680.0,0.9524,2,11650.2436,24465.5116,34950.7308,52426.0963,36698.2674,0
0.4092,0.45,6340.0,0.9524,2,1111.8454,2334.8753,3335.5362,5003.3042,3502.313,0
0.0958,0.45,20400.0,0.9524,1,837.8056,586.4639,837.8056,1256.7085,879.6959,0
0.1975,0.45,125988.0,0.9524,2,10663.4734,22393.2941,31990.4202,47985.6302,33589.9412,0
0.5714,0.45,20299.2,0.9524,3,4970.9867,10439.072,14912.9601,22369.4401,15658.6081,0
0.1263,0.45,64800.0,0.9524,2,3507.0531,7364.8116,10521.1594,15781.7391,11047.2174,0
0.2322,0.45,30000.0,0.9524,2,2985.9493,6270.4936,8957.848,13436.772,9405.7404,0
0.2154,0.45,64800.0,0.9524,2,5980.9182,12559.9282,17942.7546,26914.1318,18839.8923,0
0.1877,0.45,32784.0,0.9524,2,2637.3816,5538.5013,7912.1447,11868.2171,8307.752,0
0.1596,0.45,6000.0,0.9524,2,410.4855,862.0196,1231.4566,1847.1849,1293.0294,0
0.1624,0.45,34920.0,0.9524,2,2430.9869,5105.0724,7292.9606,10939.4409,7657.6086,0
0.1469,0.45,31320.0,0.9524,2,1971.3774,4139.8925,5914.1322,8871.1983,6209.8388,0
0.553,0.45,64800.0,0.9524,3,15358.6621,32253.1905,46075.9864,69113.9796,48379.7857,0
0.1573,0.45,64800.0,0.9524,2,4369.1727,9175.2627,13107.5181,19661.2771,13762.894,0
0.4323,0.45,65076.0,0.9524,2,12055.955,25317.5054,36167.8649,54251.7973,37976.2581,0
0.5639,0.45,64800.0,0.9524,3,15660.4338,32886.911,46981.3015,70471.9522,49330.3665,0
0.1337,0.45,64800.0,0.9524,2,3711.7029,7794.5761,11135.1088,16702.6632,11691.8642,0
0.1391,0.45,12000.0,0.9524,2,715.4102,1502.3615,2146.2307,3219.346,2253.5422,0
0.2305,0.45,30000.0,0.9524,2,2963.722,6223.8161,8891.1659,13336.7488,9335.7242,0
0.567,0.45,44592.0,0.9524,3,10835.5529,22754.6611,32506.6587,48759.988,34131.9916,0
0.7071,0.45,30000.0,0.9524,3,9091.7377,19092.6491,27275.213,38571.4286,28053.6259,0
0.0786,0.45,69840.0,0.9524,1,2352.0777,1646.4544,2352.0777,3528.1166,2469.6816,0
0.2154,0.45,96096.0,0.9524,2,8869.8849,18626.7583,26609.6547,39914.482,27940.1374,0
0.1255,0.45,64800.0,0.9524,2,3486.6306,7321.9243,10459.8919,15689.8378,10982.8865,0
0.2935,0.45,22500.0,0.9524,2,2830.1792,5943.3762,8490.5375,12735.8062,8915.0644,0
0.3466,0.45,18000.0,0.9524,2,2673.783,5614.9442,8021.3489,12032.0233,8422.4163,0
0.2034,0.45,48000.0,0.9524,2,4184.1122,8786.6356,12552.3366,18828.5049,13179.9534,0
0.3546,0.45,17349.0,0.9524,2,2636.3179,5536.2675,7908.9536,11863.4305,8304.4013,0
0.3747,0.45,18998.4,0.9524,2,3050.9029,6406.896,9152.7086,13729.0629,9610.344,0
0.2946,0.45,64800.0,0.9524,2,8181.9755,17182.1485,24545.9264,36818.8896,25773.2227,0
0.3362,0.45,27000.0,0.9524,2,3890.7486,8170.572,11672.2457,17508.3686,12255.858,0
0.7213,0.45,31200.0,0.9524,3,9644.684,20253.8364,28934.052,40114.2857,29559.0566,0
0.2379,0.45,64800.0,0.9524,2,6606.0847,13872.7779,19818.2541,29727.3811,20809.1668,0
0.8117,0.45,42000.0,0.9524,3,14611.2166,30683.5548,43833.6497,54000.0,43087.7135,0
0.2733,0.45,79992.0,0.9524,2,9370.8579,19678.8016,28112.5737,42168.8606,29518.2024,0
0.1667,0.45,64800.0,0.9524,2,4630.159,9723.3339,13890.477,20835.7156,14585.0009,0
0.5511,0.45,18000.0,0.9524,3,4251.5781,8928.314,12754.7343,19132.1014,13392.471,0
0.2106,0.45,35550.0,0.9524,2,3209.3874,6739.7135,9628.1622,14442.2433,10109.5703,0
0.2881,0.45,38120.0,0.9524,2,4706.3255,9883.2835,14118.9764,21178.4646,14824.9253,0
0.437,0.45,11520.0,0.9524,2,2157.4492,4530.6433,6472.3476,9708.5213,6795.9649,0
0.3261,0.45,38496.0,0.9524,2,5380.1561,11298.3278,16140.4683,24210.7024,16947.4917,0
0.1105,0.45,46536.0,0.9524,2,2203.3875,4627.1137,6610.1625,9915.2437,6940.6706,0
0.1055,0.45,44472.0,0.9524,2,2010.1861,4221.3908,6030.5583,9045.8374,6332.0862,0
0.1422,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.2716,0.45,18000.0,0.9524,2,2094.9873,4399.4734,6284.9619,9427.4429,6599.21,0
0.2279,0.45,64800.0,0.9524,2,6329.4036,13291.7475,18988.2107,28482.316,19937.6212,0
0.3068,0.45,64800.0,0.9524,2,8519.3318,17890.5967,25557.9953,38336.993,26835.8951,0
0.3776,0.45,12300.0,0.9524,2,1990.4079,4179.8566,5971.2237,8956.8356,6269.7849,0
0.5984,0.45,30000.0,0.9524,3,7693.5616,16156.4793,23080.6847,34621.027,24234.7189,1
0.4547,0.45,64800.0,0.9524,2,12627.5947,26517.9489,37882.7841,56824.1762,39776.9233,0
0.1997,0.45,64800.0,0.9524,2,5546.9904,11648.6797,16640.9711,24961.4566,17473.0196,0
0.4005,0.45,63000.0,0.9524,2,10812.5587,22706.3733,32437.6761,48656.5142,34059.5599,0
0.5416,0.45,21764.0,0.9524,3,5051.4357,10608.0149,15154.3071,22731.4606,15912.0224,0
0.4553,0.45,78000.0,0.9524,3,15219.8464,31961.6774,45659.5392,68489.3088,47942.5162,1
0.4661,0.45,60000.0,0.9524,2,11985.5595,25169.6751,35956.6786,53935.018,37754.5126,0
0.2039,0.45,96000.0,0.9524,2,8389.6972,17618.3641,25169.0916,37753.6374,26427.5462,0
0.4414,0.45,43473.0,0.9524,2,8223.2609,17268.8479,24669.7827,37004.674,25903.2718,0
0.2777,0.45,36492.0,0.9524,2,4342.3083,9118.8474,13026.9249,19540.3874,13678.2712,0
0.0842,0.45,64800.0,0.9524,1,2337.3544,1636.1481,2337.3544,3506.0317,2454.2222,0
0.5378,0.45,41412.0,0.9524,3,9544.816,20044.1137,28634.4481,42951.6722,30066.1706,0
0.2532,0.45,14250.0,0.9524,2,1546.0366,3246.6769,4638.1098,6957.1648,4870.0153,0
0.2681,0.45,39600.0,0.9524,2,4549.3146,9553.5607,13647.9438,20471.9158,14330.341,0
0.7845,0.45,64800.0,0.9524,3,21785.4811,45749.5103,65356.4432,83314.2857,64944.1706,0
0.9342,0.45,32840.0,0.9524,3,13148.3171,27611.4659,39444.9512,42222.8571,37181.0564,1
0.2079,0.45,64800.0,0.9524,2,5773.9575,12125.3107,17321.8724,25982.8086,18187.966,0
0.37,0.45,20000.0,0.9524,2,3171.0624,6659.2311,9513.1872,14269.7808,9988.8466,0
0.1083,0.45,64800.0,0.9524,2,3008.5558,6317.9671,9025.6673,13538.5009,9476.9506,0
0.2854,0.45,34800.0,0.9524,2,4256.4133,8938.4679,12769.2399,19153.8598,13407.7019,0
0.8134,0.45,35286.0,0.9524,3,12300.5423,25831.1387,36901.6268,45367.7143,36250.5266,0
0.4626,0.45,20724.0,0.9524,2,4108.7024,8628.2751,12326.1073,18489.161,12942.4127,0
0.1243,0.45,42660.0,0.9524,2,2272.5209,4772.2938,6817.5626,10226.3438,7158.4407,0
0.3004,0.45,40000.0,0.9524,2,5150.4675,10815.9818,15451.4025,23177.1038,16223.9726,0
0.6611,0.45,36000.0,0.9524,3,10199.8658,21419.7181,30599.5973,45899.3959,32129.5772,1
0.7682,0.45,18000.0,0.9524,3,5926.4703,12445.5876,17779.4109,23142.8571,17786.8166,0
0.3502,0.45,64800.0,0.9524,2,9725.0098,20422.5206,29175.0294,43762.5442,30633.7809,0
0.1117,0.45,32148.0,0.9524,2,1539.6264,3233.2155,4618.8793,6928.319,4849.8233,0
0.782,0.45,27600.0,0.9524,3,9250.1537,19425.3229,27750.4612,35485.7143,27602.9899,1
0.2727,0.45,19998.0,0.9524,2,2337.584,4908.9264,7012.752,10519.128,7363.3896,0
0.3506,0.45,13800.0,0.9524,3,2073.5024,4354.3551,6220.5072,9330.7609,6531.5326,1
0.7858,0.45,59988.0,0.9524,3,20202.5983,42425.4564,60607.7948,77127.4286,60192.1186,0
0.1435,0.45,205887.24,0.9524,2,12658.8995,26583.689,37976.6986,56965.0479,39875.5335,0
0.5959,0.45,19200.0,0.9524,3,4903.766,10297.9085,14711.2979,22066.9469,15446.8628,0
0.3837,0.45,24000.0,0.9524,3,3946.5098,8287.6705,11839.5293,17759.2939,12431.5058,1
0.1688,0.45,7000.0,0.9524,2,506.3293,1063.2916,1518.988,2278.482,1594.9374,0
0.1327,0.45,33258.0,0.9524,2,1891.1729,3971.4631,5673.5187,8510.2781,5957.1947,0
0.1299,0.45,126000.0,0.9524,2,7015.5804,14732.7189,21046.7412,31570.1119,22099.0783,0
0.413,0.45,51120.0,0.9524,2,9047.9529,19000.701,27143.8586,40715.7878,28501.0515,0
0.167,0.45,64800.0,0.9524,2,4637.5788,9738.9155,13912.7364,20869.1046,14608.3732,0
0.0931,0.45,64800.0,0.9524,1,2584.4013,1809.0809,2584.4013,3876.602,2713.6214,0
0.4205,0.45,64800.0,0.9524,2,11677.0884,24521.8857,35031.2652,52546.8978,36782.8285,0
0.1905,0.45,60000.0,0.9524,2,4898.3722,10286.5816,14695.1165,22042.6748,15429.8723,0
0.16,0.45,138000.0,0.9524,2,9461.5398,19869.2336,28384.6194,42576.9292,29803.8504,0
0.1749,0.45,17250.0,0.9524,2,1293.0111,2715.3232,3879.0332,5818.5498,4072.9848,0
0.2294,0.45,25638.0,0.9524,2,2520.634,5293.3314,7561.9019,11342.8529,7939.997,0
0.1457,0.45,64800.0,0.9524,2,4045.3863,8495.3112,12136.1589,18204.2383,12742.9668,0
0.3335,0.45,32469.0,0.9524,2,4640.754,9745.5833,13922.2619,20883.3928,14618.3749,0
0.4983,0.45,30750.0,0.9524,3,6566.955,13790.6055,19700.865,29551.2974,20685.9082,1
0.1797,0.45,22920.0,0.9524,2,1765.2458,3707.0161,5295.7373,7943.6059,5560.5241,0
0.5123,0.45,100392.0,0.9524,3,22043.6201,46291.6022,66130.8603,99196.2905,69437.4033,0
0.17,0.45,21600.0,0.9524,2,1573.9024,3305.1951,4721.7073,7082.5609,4957.7926,0
0.5582,0.45,32400.0,0.9524,3,7751.2038,16277.5281,23253.6115,34880.4173,24416.2921,0
0.3941,0.45,56400.0,0.9524,2,9525.4389,20003.4218,28576.3168,42864.4752,30005.1326,0
0.0832,0.45,64800.0,0.9524,1,2309.9343,1616.954,2309.9343,3464.9015,2425.4311,0
0.0591,0.45,64800.0,0.9524,1,1642.3906,1149.6734,1642.3906,2463.5858,1724.5101,0
0.2049,0.45,12800.0,0.9524,2,1123.9037,2360.1978,3371.7112,5057.5668,3540.2968,0
0.1724,0.45,64800.0,0.9524,2,4787.745,10054.2645,14363.235,21544.8525,15081.3967,0
0.1914,0.45,64800.0,0.9524,2,5316.3511,11164.3374,15949.0534,23923.5801,16746.5061,0
0.2918,0.45,32400.0,0.9524,2,4051.8396,8508.8631,12155.5187,18233.278,12763.2946,0
0.695,0.45,48000.0,0.9524,3,14297.0045,30023.7095,42891.0136,61714.2857,44380.0056,0
0.9841,0.45,36000.0,0.9524,3,15183.5955,31885.5505,45550.7865,46285.7143,42318.2094,0
0.217,0.45,54048.0,0.9524,2,5027.6032,10557.9667,15082.8096,22624.2143,15836.95,0
0.3162,0.45,31275.0,0.9524,2,4237.774,8899.3253,12713.3219,19069.9829,13348.988,0
0.2374,0.45,67308.0,0.9524,2,6848.2964,14381.4225,20544.8893,30817.334,21572.1338,0
0.1949,0.45,37500.0,0.9524,2,3131.7976,6576.7749,9395.3927,14093.0891,9865.1624,0
0.5645,0.45,23400.0,0.9524,3,5660.6878,11887.4444,16982.0635,25473.0952,17831.1667,0
0.1519,0.45,63780.0,0.9524,2,4151.0168,8717.1353,12453.0504,18679.5756,13075.7029,0
0.2294,0.45,12960.0,0.9524,2,1274.4276,2676.2979,3823.2827,5734.9241,4014.4469,0
0.6242,0.45,36000.0,0.9524,3,9630.0165,20223.0346,28890.0494,43335.0741,30334.5519,0
0.1817,0.45,64800.0,0.9524,2,5047.3991,10599.5382,15142.1974,22713.2961,15899.3073,0
0.6182,0.45,18000.0,0.9524,3,4768.9613,10014.8187,14306.8838,21460.3257,15022.228,0
0.904,0.45,24000.0,0.9524,3,9298.5266,19526.9058,27895.5797,30857.1429,26543.802,0
0.2944,0.45,93396.0,0.9524,2,11785.7076,24749.986,35357.1228,53035.6843,37124.979,0
0.9552,0.45,18708.0,0.9524,3,7658.3683,16082.5735,22975.105,24053.1429,21521.4816,0
0.1344,0.45,109992.0,0.9524,2,6337.2508,13308.2267,19011.7524,28517.6286,19962.34,0
0.2504,0.45,34596.0,0.9524,3,3712.9437,7797.1817,11138.831,16708.2466,11695.7726,1
0.0876,0.45,48000.0,0.9524,1,1801.3494,1260.9446,1801.3494,2702.024,1891.4168,0
0.5648,0.45,24000.0,0.9524,3,5809.6328,12200.2288,17428.8983,26143.3474,18300.3432,0
0.7692,0.45,16656.0,0.9524,3,5490.5016,11530.0533,16471.5047,21414.8571,16471.9799,0
0.3232,0.45,64800.0,0.9524,2,8975.2938,18848.1169,26925.8813,40388.8219,28272.1753,0
0.6022,0.45,71502.0,0.9524,3,18452.3862,38750.0111,55357.1587,83035.738,58125.0166,0
0.1004,0.45,33798.0,0.9524,2,1454.0482,3053.5011,4362.1445,6543.2167,4580.2517,0
0.1528,0.45,22184.0,0.9524,2,1452.8007,3050.8814,4358.4021,6537.6031,4576.3222,0
0.1862,0.45,27498.0,0.9524,2,2194.0893,4607.5875,6582.2678,9873.4018,6911.3812,0
0.7396,0.45,61992.0,0.9524,3,19649.1102,41263.1314,58947.3305,79704.0,59715.4481,1
0.334,0.45,82800.0,0.9524,2,11852.2104,24889.6418,35556.6312,53334.9468,37334.4627,0
0.3625,0.45,10740.0,0.9524,3,1668.7659,3504.4083,5006.2976,7509.4463,5256.6124,1
0.301,0.45,26264.0,0.9524,2,3387.6827,7114.1336,10163.048,15244.5719,10671.2004,0
0.5088,0.45,43992.0,0.9524,3,9592.5754,20144.4084,28777.7263,43166.5894,30216.6126,0
0.5425,0.45,205887.24,0.9524,3,47868.7884,100524.4557,143606.3653,215409.5479,150786.6836,0
0.7572,0.45,11052.0,0.9524,3,3586.4885,7531.6259,10759.4656,14209.7143,10815.0679,0
0.6765,0.45,22374.0,0.9524,3,6487.2606,13623.2472,19461.7818,28766.5714,20328.3456,0
0.509,0.45,6000.0,0.9524,3,1308.8172,2748.5162,3926.4517,5889.6775,4122.7743,0
0.2836,0.45,93996.0,0.9524,2,11423.6883,23989.7454,34271.0649,51406.5973,35984.6181,0
0.2769,0.45,42000.0,0.9524,2,4984.7225,10467.9172,14954.1674,22431.2511,15701.8758,0
0.3111,0.45,43296.0,0.9524,2,5772.9438,12123.1819,17318.8313,25978.2469,18184.7728,0
0.2168,0.45,202932.0,0.9524,2,18853.2768,39591.8813,56559.8304,84839.7457,59387.822,0
0.2615,0.45,63120.0,0.9524,2,7074.5902,14856.6394,21223.7706,31835.656,22284.9592,0
0.2505,0.45,23340.0,0.9524,2,2505.6957,5261.961,7517.0872,11275.6308,7892.9415,0
0.4869,0.45,9924.0,0.9524,2,2070.9145,4348.9204,6212.7435,9319.1152,6523.3807,0
0.2644,0.45,33720.0,0.9524,2,3820.8475,8023.7797,11462.5424,17193.8136,12035.6695,0
0.1866,0.45,66384.0,0.9524,2,5309.8297,11150.6424,15929.4892,23894.2338,16725.9636,0
0.3385,0.45,77388.0,0.9524,2,11226.4704,23575.5879,33679.4112,50519.1168,35363.3818,0
0.2706,0.45,57600.0,0.9524,2,6680.1475,14028.3098,20040.4426,30060.6639,21042.4647,0
0.3937,0.45,64800.0,0.9524,3,10934.876,22963.2396,32804.6279,49206.9419,34444.8593,1
0.4996,0.45,37884.0,0.9524,2,8111.3428,17033.8198,24334.0283,36501.0424,25550.7297,0
0.2177,0.45,15600.0,0.9524,2,1455.3879,3056.3146,4366.1637,6549.2456,4584.4719,0
0.5554,0.45,91932.0,0.9524,3,21884.3907,45957.2205,65653.1721,98479.7582,68935.8307,0
0.2288,0.45,87600.0,0.9524,2,8588.5888,18036.0365,25765.7664,38648.6496,27054.0547,0
0.2111,0.45,27200.0,0.9524,2,2461.1951,5168.5097,7383.5853,11075.378,7752.7646,0
0.0957,0.45,205887.24,0.9524,1,8444.7581,5911.3307,8444.7581,12667.1372,8866.9961,0
0.6043,0.45,20760.0,0.9524,3,5376.729,11291.1309,16130.187,24195.2805,16936.6964,0
0.1854,0.45,32400.0,0.9524,2,2574.9527,5407.4007,7724.8582,11587.2873,8111.1011,0
0.1458,0.45,54600.0,0.9524,2,3412.2434,7165.7112,10236.7303,15355.0955,10748.5669,0
0.7598,0.45,51996.0,0.9524,3,16932.4415,35558.1271,50797.3245,66852.0,51001.194,0
0.3888,0.45,10000.0,0.9524,2,1666.1313,3498.8757,4998.3938,7497.5907,5248.3135,0
0.4169,0.45,54000.0,0.9524,2,9648.9594,20262.8147,28946.8782,43420.3173,30394.2221,0
0.1789,0.45,31200.0,0.9524,2,2391.538,5022.2298,7174.614,10761.921,7533.3447,0
0.1725,0.45,66600.0,0.9524,2,4924.6817,10341.8317,14774.0452,22161.0678,15512.7475,0
0.4829,0.45,26000.0,0.9524,2,5381.2015,11300.5231,16143.6044,24215.4067,16950.7847,0
0.1679,0.45,64800.0,0.9524,2,4663.9485,9794.2918,13991.8454,20987.7681,14691.4377,0
0.2267,0.45,42996.0,0.9524,2,4177.7585,8773.2929,12533.2756,18799.9135,13159.9394,0
0.6127,0.45,27798.0,0.9524,3,7299.373,15328.6833,21898.119,32847.1785,22993.025,0
0.2192,0.45,54804.0,0.9524,2,5147.6444,10810.0532,15442.9332,23164.3998,16215.0798,0
0.2147,0.45,90000.0,0.9524,2,8280.2394,17388.5026,24840.7181,37261.0771,26082.754,0
0.6014,0.45,117900.0,0.9524,3,30385.8443,63810.273,91157.5328,136736.2992,95715.4094,1
0.0969,0.45,64800.0,0.9524,1,2689.947,1882.9629,2689.947,4034.9205,2824.4444,0
0.1407,0.45,32400.0,0.9524,2,1954.0177,4103.4371,5862.053,8793.0795,6155.1557,0
0.0726,0.45,46800.0,0.9524,1,1456.375,1019.4625,1456.375,2184.5626,1529.1938,0
0.1447,0.45,61188.0,0.9524,2,3795.0147,7969.5308,11385.044,17077.566,11954.2962,0
0.2224,0.45,33234.0,0.9524,2,3168.2849,6653.3983,9504.8547,14257.282,9980.0974,0
0.275,0.45,26880.0,0.9524,2,3167.7006,6652.1712,9503.1017,14254.6526,9978.2568,0
0.1696,0.45,0.0,0.9524,2,0.0,0.0,0.0,0.0,0.0,0
0.1358,0.45,37320.0,0.9524,2,2171.6721,4560.5114,6515.0163,9772.5244,6840.7671,0
0.9771,0.45,27000.0,0.9524,3,11306.7959,23744.2713,33920.3876,34714.2857,31574.8331,1
0.3572,0.45,5040.0,0.9524,2,771.62,1620.402,2314.86,3472.29,2430.603,0
0.1287,0.45,85380.0,0.9524,2,4707.723,9886.2182,14123.1689,21184.7533,14829.3273,0
0.1746,0.45,23400.0,0.9524,2,1750.9806,3677.0592,5252.9417,7879.4126,5515.5888,0
0.2444,0.45,87000.0,0.9524,2,9111.4394,19134.0227,27334.3181,41001.4772,28701.034,0
0.2455,0.45,57996.0,0.9524,2,6102.0587,12814.3233,18306.1761,27459.2641,19221.4849,0
0.5309,0.45,40440.0,0.9524,3,9200.5735,19321.2044,27601.7205,41402.5808,28981.8065,0
0.4111,0.45,21600.0,0.9524,2,3805.2893,7991.1076,11415.868,17123.8019,11986.6614,0
0.1239,0.45,16800.0,0.9524,2,891.895,1872.9796,2675.6851,4013.5277,2809.4694,0
0.1958,0.45,24996.0,0.9524,2,2097.052,4403.8091,6291.1559,9436.7338,6605.7137,0
0.2546,0.45,36936.0,0.9524,2,4030.6984,8464.4665,12092.0951,18138.1426,12696.6998,0
0.9862,0.45,37200.0,0.9524,3,15722.3673,33016.9712,47167.1018,47828.5714,43794.9366,1
0.1533,0.45,36264.0,0.9524,2,2383.1628,5004.6419,7149.4885,10724.2327,7506.9629,0
0.5054,0.45,18315.0,0.9524,3,3967.1657,8331.048,11901.4971,17852.2457,12496.572,0
0.1002,0.45,64800.0,0.9524,2,2783.1346,5844.5826,8349.4037,12524.1055,8766.8739,0
0.2514,0.45,43626.0,0.9524,2,4699.77,9869.517,14099.31,21148.965,14804.2755,0
0.3617,0.45,54996.0,0.9524,2,8524.8624,17902.211,25574.5871,38361.8807,26853.3165,0
0.2858,0.45,100992.0,0.9524,2,12368.8507,25974.5865,37106.5521,55659.8282,38961.8797,0
0.4582,0.45,15270.0,0.9524,2,2998.8384,6297.5606,8996.5151,13494.7727,9446.3409,0
0.3563,0.45,48000.0,0.9524,2,7330.35,15393.735,21991.0501,32986.5751,23090.6026,0
0.3292,0.45,39300.0,0.9524,2,5545.0944,11644.6983,16635.2833,24952.925,17467.0475,0
0.4243,0.45,79998.0,0.9524,2,14546.1458,30546.9061,43638.4373,65457.656,45820.3592,0
0.659,0.45,21240.0,0.9524,3,5999.1504,12598.2158,17997.4511,26996.1767,18897.3237,0
0.1101,0.45,64800.0,0.9524,2,3057.4075,6420.5558,9172.2226,13758.3339,9630.8337,0
0.1286,0.45,18384.0,0.9524,2,1013.0154,2127.3324,3039.0463,4558.5695,3190.9986,0
0.6344,0.45,14400.0,0.9524,3,3914.9251,8221.3427,11744.7753,17617.1629,12332.014,0
0.1772,0.45,60000.0,0.9524,2,4556.1705,9567.9581,13668.5116,20502.7674,14351.9372,0
0.1085,0.45,25500.0,0.9524,2,1186.1677,2490.9522,3558.5032,5337.7548,3736.4283,0
0.1402,0.45,117264.0,0.9524,2,7045.1192,14794.7503,21135.3575,31703.0363,22192.1254,0
0.2671,0.45,110640.0,0.9524,2,12662.9592,26592.2142,37988.8775,56983.3162,39888.3213,0
0.1096,0.45,18000.0,0.9524,2,845.1464,1774.8075,2535.4393,3803.159,2662.2113,0
0.179,0.45,72780.0,0.9524,2,5584.7769,11728.0315,16754.3307,25131.496,17592.0472,0
0.2221,0.45,103200.0,0.9524,2,9822.8686,20628.0241,29468.6059,44202.9088,30942.0362,0
0.3759,0.45,81600.0,0.9524,2,13144.671,27603.8091,39434.013,59151.0196,41405.7137,0
0.293,0.45,64800.0,0.9524,2,8138.0969,17090.0035,24414.2906,36621.436,25635.0052,0
0.3787,0.45,48000.0,0.9524,2,7789.6197,16358.2013,23368.859,35053.2885,24537.302,0
0.7659,0.45,40812.0,0.9524,3,13396.2991,28132.2282,40188.8974,52472.5714,40245.6486,0
0.2928,0.45,49998.0,0.9524,2,6273.0229,13173.3481,18819.0687,28228.603,19760.0221,0
0.1594,0.45,120000.0,0.9524,2,8195.4994,17210.5488,24586.4983,36879.7474,25815.8232,0
0.2348,0.45,42474.0,0.9524,2,4274.997,8977.4937,12824.991,19237.4866,13466.2406,0
0.6536,0.45,37464.0,0.9524,3,10494.1564,22037.7284,31482.4692,47223.7038,33056.5927,0
0.2994,0.45,50832.0,0.9524,2,6522.8014,13697.8829,19568.4041,29352.6062,20546.8244,0
0.1987,0.45,126720.0,0.9524,2,10788.5188,22655.8895,32365.5565,48548.3347,33983.8343,0
0.1476,0.45,24000.0,0.9524,2,1518.2982,3188.4262,4554.8945,6832.3418,4782.6393,0
0.1823,0.45,57000.0,0.9524,2,4453.4683,9352.2833,13360.4048,20040.6071,14028.425,0
0.1706,0.45,152400.0,0.9524,2,11145.5265,23405.6056,33436.5794,50154.8691,35108.4083,0
0.1431,0.45,205887.24,0.9524,2,12630.3482,26523.7313,37891.0447,56836.567,39785.5969,0
0.4197,0.45,17700.0,0.9524,2,3184.1,6686.61,9552.2999,14328.4499,10029.9149,0
0.6479,0.45,10944.0,0.9524,3,3038.651,6381.1671,9115.953,13673.9295,9571.7506,0
0.2058,0.45,64800.0,0.9524,2,5716.6867,12005.0422,17150.0602,25725.0903,18007.5632,0
0.4894,0.45,29328.0,0.9524,3,6151.5125,12918.1763,18454.5376,27681.8064,19377.2645,1
0.6761,0.45,49992.0,0.9524,3,14485.9571,30420.5099,43457.8712,64275.4286,45402.9202,0
0.2225,0.45,72000.0,0.9524,2,6865.946,14418.4867,20597.8381,30896.7572,21627.73,0
0.6658,0.45,39996.0,0.9524,3,11413.0717,23967.4506,34239.2151,51358.8227,35951.1759,0
0.6468,0.45,55536.0,0.9524,3,15393.7715,32326.9202,46181.3145,69271.9718,48490.3803,0
0.6867,0.45,32400.0,0.9524,3,9535.5936,20024.7467,28606.7809,41657.1429,29723.8629,0
0.3345,0.45,64800.0,0.9524,2,9289.9941,19508.9876,27869.9823,41804.9735,29263.4814,0
0.1535,0.45,31284.0,0.9524,2,2057.5291,4320.8112,6172.5874,9258.8811,6481.2168,0
0.2643,0.45,48000.0,0.9524,2,5437.0407,11417.7855,16311.1221,24466.6832,17126.6782,0
0.3721,0.45,120000.0,0.9524,2,19137.1807,40188.0795,57411.5421,86117.3131,60282.1192,0
0.0914,0.45,64800.0,0.9524,1,2538.9325,1777.2528,2538.9325,3808.3988,2665.8791,0
0.1737,0.45,134400.0,0.9524,2,10007.044,21014.7925,30021.1321,45031.6982,31522.1887,0
0.2841,0.45,64800.0,0.9524,2,7888.8532,16566.5917,23666.5596,35499.8394,24849.8876,0
0.1643,0.45,99996.0,0.9524,2,7039.7009,14783.3718,21119.1026,31678.654,22175.0578,0
0.9654,0.45,21180.0,0.9524,3,8763.4773,18403.3023,26290.4318,27231.4286,24553.8986,0
0.8032,0.45,64800.0,0.9524,3,22305.2809,46841.0898,66915.8426,83314.2857,65996.7652,0
0.08,0.45,64800.0,0.9524,1,2221.3485,1554.944,2221.3485,3332.0228,2332.416,0
0.243,0.45,76800.0,0.9524,2,7999.1848,16798.2881,23997.5544,35996.3316,25197.4321,0
